ProductID,Warehouse,CurrentStock,MinimumStock,MaximumStock,SafetyStock,ReorderPoint,LeadTimeDays,SupplierID,LastRestocked,InventoryStatus,StockUtilisation,DaysSinceRestock
P0294,Chennai WH,140,24,143,21,45,9,SUP013,2025-12-05,Healthy,97.9,227
P0295,Madurai WH,109,30,194,28,58,10,SUP012,2025-12-05,Healthy,56.19,227
P0296,Chennai WH,74,30,245,12,42,9,SUP005,2025-12-05,Healthy,30.2,227
P0297,Coimbatore WH,253,35,273,26,61,10,SUP001,2025-12-05,Healthy,92.67,227
P0298,Coimbatore WH,56,31,264,29,60,7,SUP013,2025-10-15,Reorder Required,21.21,278
P0299,Madurai WH,6,33,144,18,51,3,SUP023,2025-10-15,Reorder Required,4.17,278
P0300,Chennai WH,51,24,257,17,41,6,SUP020,2025-12-18,Healthy,19.84,214
P0301,Coimbatore WH,44,16,273,16,32,10,SUP011,2025-10-15,Healthy,16.12,278
P0302,Chennai WH,19,18,163,21,39,10,SUP008,2025-10-15,Reorder Required,11.66,278
P0303,Chennai WH,68,38,139,20,58,5,SUP007,2025-11-20,Healthy,48.92,242
P0304,Chennai WH,27,17,139,19,36,10,SUP022,2025-12-18,Reorder Required,19.42,214
P0305,Chennai WH,223,25,283,22,47,10,SUP003,2025-11-20,Healthy,78.8,242
P0306,Chennai WH,19,18,187,17,35,6,SUP021,2025-10-15,Reorder Required,10.16,278
P0307,Coimbatore WH,111,28,168,22,50,9,SUP012,2025-12-05,Healthy,66.07,227
P0308,Coimbatore WH,94,34,260,20,54,6,SUP025,2025-11-20,Healthy,36.15,242
P0309,Coimbatore WH,100,27,141,20,47,8,SUP022,2025-12-18,Healthy,70.92,214
P0310,Chennai WH,234,23,251,18,41,9,SUP008,2025-10-15,Healthy,93.23,278
P0311,Chennai WH,63,27,254,11,38,5,SUP016,2025-11-20,Healthy,24.8,242
P0312,Coimbatore WH,67,33,217,17,50,10,SUP009,2025-11-02,Healthy,30.88,260
P0313,Coimbatore WH,53,39,264,24,63,8,SUP020,2025-10-15,Reorder Required,20.08,278
P0314,Chennai WH,120,36,278,28,64,6,SUP019,2025-11-02,Healthy,43.17,260
P0315,Chennai WH,123,22,138,17,39,9,SUP019,2025-12-18,Healthy,89.13,214
P0316,Madurai WH,170,32,171,24,56,8,SUP009,2025-12-18,Healthy,99.42,214
P0317,Madurai WH,82,16,178,20,36,8,SUP001,2025-12-05,Healthy,46.07,227
P0318,Coimbatore WH,55,23,228,30,53,7,SUP002,2025-12-18,Healthy,24.12,214
P0319,Chennai WH,65,23,168,29,52,5,SUP004,2025-12-05,Healthy,38.69,227
P0320,Chennai WH,165,30,178,26,56,8,SUP019,2025-11-02,Healthy,92.7,260
P0321,Madurai WH,6,35,288,25,60,3,SUP021,2025-11-02,Reorder Required,2.08,260
P0322,Chennai WH,7,33,224,23,56,10,SUP015,2025-10-15,Reorder Required,3.12,278
P0323,Coimbatore WH,166,36,278,19,55,5,SUP023,2025-11-02,Healthy,59.71,260
P0324,Chennai WH,162,28,191,14,42,6,SUP001,2025-11-20,Healthy,84.82,242
P0325,Coimbatore WH,221,31,244,12,43,3,SUP020,2025-10-15,Healthy,90.57,278
P0326,Madurai WH,89,38,294,12,50,4,SUP022,2025-12-05,Healthy,30.27,227
P0327,Chennai WH,156,38,201,15,53,9,SUP018,2025-11-20,Healthy,77.61,242
P0328,Madurai WH,103,16,118,20,36,7,SUP005,2025-11-20,Healthy,87.29,242
P0329,Chennai WH,33,15,192,23,38,6,SUP013,2025-11-20,Reorder Required,17.19,242
P0330,Madurai WH,181,21,181,28,49,5,SUP017,2025-12-18,Healthy,100.0,214
P0331,Madurai WH,172,40,287,22,62,3,SUP002,2025-12-05,Healthy,59.93,227
P0332,Coimbatore WH,174,18,179,25,43,3,SUP024,2025-12-18,Healthy,97.21,214
P0333,Chennai WH,71,22,228,13,35,7,SUP019,2025-11-20,Healthy,31.14,242
P0334,Madurai WH,82,40,309,20,60,7,SUP009,2025-11-02,Healthy,26.54,260
P0335,Coimbatore WH,52,39,153,10,49,10,SUP004,2025-10-15,Healthy,33.99,278
P0336,Chennai WH,49,35,244,19,54,8,SUP018,2025-10-15,Reorder Required,20.08,278
P0337,Chennai WH,184,35,254,14,49,6,SUP001,2025-12-18,Healthy,72.44,214
P0338,Madurai WH,33,35,186,14,49,6,SUP011,2025-11-02,Reorder Required,17.74,260
P0339,Chennai WH,148,22,261,29,51,4,SUP002,2025-11-02,Healthy,56.7,260
P0340,Coimbatore WH,38,30,130,13,43,7,SUP006,2025-11-02,Reorder Required,29.23,260
P0341,Madurai WH,139,29,186,23,52,10,SUP004,2025-10-15,Healthy,74.73,278
P0342,Coimbatore WH,11,30,158,21,51,9,SUP023,2025-12-18,Reorder Required,6.96,214
P0343,Chennai WH,192,40,250,26,66,3,SUP008,2025-11-02,Healthy,76.8,260
P0344,Coimbatore WH,76,33,255,14,47,4,SUP019,2025-11-20,Healthy,29.8,242
P0345,Coimbatore WH,172,26,264,12,38,4,SUP004,2025-11-02,Healthy,65.15,260
P0346,Chennai WH,151,24,157,20,44,5,SUP019,2025-11-20,Healthy,96.18,242
P0347,Chennai WH,11,29,260,16,45,9,SUP015,2025-11-02,Reorder Required,4.23,260
P0348,Coimbatore WH,34,38,255,14,52,9,SUP001,2025-12-05,Reorder Required,13.33,227
P0349,Madurai WH,14,16,216,17,33,4,SUP024,2025-11-20,Reorder Required,6.48,242
P0350,Madurai WH,151,17,152,17,34,5,SUP016,2025-11-02,Healthy,99.34,260
P0351,Chennai WH,34,33,192,26,59,9,SUP011,2025-11-02,Reorder Required,17.71,260
P0352,Chennai WH,70,28,284,26,54,7,SUP006,2025-10-15,Healthy,24.65,278
P0353,Chennai WH,19,21,137,16,37,5,SUP015,2025-11-02,Reorder Required,13.87,260
P0354,Coimbatore WH,157,31,179,13,44,9,SUP007,2025-12-18,Healthy,87.71,214
P0355,Coimbatore WH,9,28,126,11,39,3,SUP012,2025-12-05,Reorder Required,7.14,227
P0356,Madurai WH,13,19,212,15,34,5,SUP011,2025-11-02,Reorder Required,6.13,260
P0357,Coimbatore WH,88,32,229,14,46,10,SUP024,2025-12-18,Healthy,38.43,214
P0358,Coimbatore WH,76,15,204,13,28,6,SUP005,2025-12-05,Healthy,37.25,227
P0359,Coimbatore WH,163,25,195,11,36,6,SUP010,2025-11-20,Healthy,83.59,242
P0360,Chennai WH,8,40,151,30,70,10,SUP019,2025-10-15,Reorder Required,5.3,278
P0361,Chennai WH,188,35,262,13,48,9,SUP019,2025-11-02,Healthy,71.76,260
P0362,Chennai WH,88,31,208,12,43,5,SUP010,2025-11-02,Healthy,42.31,260
P0363,Madurai WH,2,30,239,17,47,7,SUP015,2025-12-05,Reorder Required,0.84,227
P0364,Chennai WH,102,30,162,16,46,4,SUP020,2025-12-18,Healthy,62.96,214
P0365,Madurai WH,23,40,224,14,54,7,SUP022,2025-12-05,Reorder Required,10.27,227
P0366,Madurai WH,139,23,281,23,46,4,SUP013,2025-11-02,Healthy,49.47,260
P0367,Chennai WH,47,19,255,25,44,9,SUP010,2025-12-05,Healthy,18.43,227
P0368,Coimbatore WH,162,27,285,25,52,9,SUP011,2025-12-05,Healthy,56.84,227
P0369,Chennai WH,100,20,289,26,46,6,SUP002,2025-10-15,Healthy,34.6,278
P0370,Coimbatore WH,122,25,223,16,41,3,SUP014,2025-11-20,Healthy,54.71,242
P0371,Chennai WH,77,23,126,22,45,7,SUP005,2025-12-18,Healthy,61.11,214
P0372,Chennai WH,2,20,257,14,34,10,SUP005,2025-11-20,Reorder Required,0.78,242
P0373,Madurai WH,3,32,156,22,54,7,SUP008,2025-12-18,Reorder Required,1.92,214
P0374,Madurai WH,60,31,255,29,60,8,SUP025,2025-12-18,Reorder Required,23.53,214
P0375,Chennai WH,43,28,262,23,51,7,SUP021,2025-11-20,Reorder Required,16.41,242
P0376,Madurai WH,130,37,145,16,53,10,SUP012,2025-10-15,Healthy,89.66,278
P0377,Coimbatore WH,23,23,150,12,35,9,SUP011,2025-10-15,Reorder Required,15.33,278
P0378,Chennai WH,224,19,293,24,43,7,SUP010,2025-12-05,Healthy,76.45,227
P0379,Madurai WH,43,24,129,25,49,4,SUP021,2025-10-15,Reorder Required,33.33,278
P0380,Coimbatore WH,78,15,134,17,32,8,SUP008,2025-11-02,Healthy,58.21,260
P0381,Chennai WH,82,27,233,13,40,4,SUP014,2025-11-02,Healthy,35.19,260
P0382,Chennai WH,129,29,181,30,59,6,SUP005,2025-12-18,Healthy,71.27,214
P0383,Chennai WH,119,18,262,22,40,3,SUP025,2025-11-20,Healthy,45.42,242
P0384,Madurai WH,149,16,270,13,29,5,SUP007,2025-11-02,Healthy,55.19,260
P0385,Chennai WH,150,24,270,27,51,7,SUP022,2025-11-02,Healthy,55.56,260
P0386,Chennai WH,155,31,195,27,58,8,SUP009,2025-12-05,Healthy,79.49,227
P0387,Madurai WH,33,16,262,24,40,7,SUP023,2025-10-15,Reorder Required,12.6,278
P0388,Madurai WH,179,33,232,20,53,7,SUP001,2025-10-15,Healthy,77.16,278
P0389,Madurai WH,47,18,137,19,37,9,SUP013,2025-11-02,Healthy,34.31,260
P0390,Chennai WH,126,34,137,10,44,3,SUP009,2025-11-20,Healthy,91.97,242
P0391,Madurai WH,113,15,240,24,39,3,SUP013,2025-12-05,Healthy,47.08,227
P0392,Coimbatore WH,108,15,141,23,38,6,SUP005,2025-12-18,Healthy,76.6,214
P0393,Coimbatore WH,85,25,208,20,45,6,SUP005,2025-12-05,Healthy,40.87,227
P0394,Chennai WH,18,40,151,20,60,5,SUP014,2025-11-02,Reorder Required,11.92,260
P0395,Coimbatore WH,50,33,281,29,62,3,SUP001,2025-12-05,Reorder Required,17.79,227
P0396,Chennai WH,120,20,141,27,47,9,SUP023,2025-11-02,Healthy,85.11,260
P0397,Chennai WH,3,38,224,10,48,4,SUP008,2025-11-20,Reorder Required,1.34,242
P0398,Madurai WH,119,27,222,30,57,7,SUP018,2025-11-02,Healthy,53.6,260
P0399,Coimbatore WH,96,31,237,22,53,9,SUP022,2025-12-18,Healthy,40.51,214
P0400,Coimbatore WH,40,34,144,29,63,10,SUP006,2025-10-15,Reorder Required,27.78,278
P0401,Madurai WH,131,23,275,24,47,4,SUP009,2025-12-18,Healthy,47.64,214
P0402,Madurai WH,30,33,175,10,43,3,SUP008,2025-10-15,Reorder Required,17.14,278
P0403,Coimbatore WH,63,39,187,20,59,8,SUP009,2025-10-15,Healthy,33.69,278
P0404,Coimbatore WH,55,30,271,17,47,9,SUP006,2025-11-02,Healthy,20.3,260
P0405,Coimbatore WH,97,20,281,11,31,6,SUP020,2025-12-05,Healthy,34.52,227
P0406,Madurai WH,49,34,164,28,62,10,SUP019,2025-12-05,Reorder Required,29.88,227
P0407,Madurai WH,93,32,145,18,50,10,SUP016,2025-11-02,Healthy,64.14,260
P0408,Madurai WH,32,24,166,24,48,8,SUP001,2025-12-05,Reorder Required,19.28,227
P0409,Coimbatore WH,117,24,200,24,48,7,SUP002,2025-10-15,Healthy,58.5,278
P0410,Chennai WH,68,22,179,27,49,4,SUP023,2025-11-20,Healthy,37.99,242
P0411,Coimbatore WH,0,28,266,19,47,5,SUP023,2025-11-20,Out of Stock,0.0,242
P0412,Coimbatore WH,85,31,145,21,52,5,SUP010,2025-12-05,Healthy,58.62,227
P0413,Coimbatore WH,172,23,173,25,48,4,SUP022,2025-11-02,Healthy,99.42,260
P0414,Coimbatore WH,138,19,280,12,31,8,SUP006,2025-11-02,Healthy,49.29,260
P0415,Chennai WH,22,16,198,22,38,9,SUP025,2025-11-02,Reorder Required,11.11,260
P0416,Chennai WH,37,34,204,16,50,8,SUP003,2025-12-18,Reorder Required,18.14,214
P0417,Madurai WH,22,18,210,14,32,5,SUP016,2025-11-02,Reorder Required,10.48,260
P0418,Coimbatore WH,217,37,289,24,61,4,SUP002,2025-12-18,Healthy,75.09,214
P0419,Chennai WH,255,40,286,24,64,3,SUP025,2025-11-20,Healthy,89.16,242
P0420,Chennai WH,79,23,242,18,41,6,SUP006,2025-12-05,Healthy,32.64,227
P0421,Coimbatore WH,39,21,220,29,50,10,SUP013,2025-11-20,Reorder Required,17.73,242
P0422,Coimbatore WH,156,38,277,21,59,5,SUP003,2025-12-05,Healthy,56.32,227
P0423,Chennai WH,18,24,202,13,37,7,SUP010,2025-10-15,Reorder Required,8.91,278
P0424,Madurai WH,161,24,275,23,47,6,SUP023,2025-10-15,Healthy,58.55,278
P0425,Chennai WH,16,19,172,26,45,6,SUP024,2025-12-05,Reorder Required,9.3,227
P0426,Chennai WH,42,38,251,29,67,6,SUP002,2025-12-05,Reorder Required,16.73,227
P0427,Chennai WH,187,20,216,29,49,5,SUP013,2025-12-05,Healthy,86.57,227
P0428,Madurai WH,74,18,227,22,40,4,SUP015,2025-11-20,Healthy,32.6,242
P0429,Coimbatore WH,231,23,248,25,48,6,SUP001,2025-12-18,Healthy,93.15,214
P0430,Chennai WH,4,16,202,27,43,4,SUP019,2025-12-18,Reorder Required,1.98,214
P0431,Madurai WH,146,35,204,15,50,6,SUP018,2025-11-20,Healthy,71.57,242
P0432,Madurai WH,144,34,151,28,62,10,SUP019,2025-11-20,Healthy,95.36,242
P0433,Coimbatore WH,129,37,142,25,62,9,SUP023,2025-11-20,Healthy,90.85,242
P0434,Chennai WH,143,21,148,28,49,10,SUP015,2025-12-05,Healthy,96.62,227
P0435,Chennai WH,38,25,268,11,36,6,SUP016,2025-10-15,Healthy,14.18,278
P0436,Madurai WH,117,16,211,20,36,8,SUP023,2025-11-20,Healthy,55.45,242
P0437,Madurai WH,97,22,185,29,51,7,SUP025,2025-12-05,Healthy,52.43,227
P0438,Coimbatore WH,130,36,165,12,48,6,SUP024,2025-12-05,Healthy,78.79,227
P0439,Coimbatore WH,296,38,298,12,50,9,SUP009,2025-11-02,Healthy,99.33,260
P0440,Coimbatore WH,45,20,253,19,39,9,SUP002,2025-11-20,Healthy,17.79,242
P0441,Madurai WH,6,34,257,26,60,10,SUP023,2025-12-18,Reorder Required,2.33,214
P0442,Coimbatore WH,126,39,145,23,62,3,SUP003,2025-11-02,Healthy,86.9,260
P0443,Chennai WH,105,15,167,19,34,4,SUP002,2025-10-15,Healthy,62.87,278
P0444,Coimbatore WH,26,21,256,20,41,4,SUP022,2025-12-18,Reorder Required,10.16,214
P0445,Madurai WH,116,35,220,19,54,6,SUP013,2025-10-15,Healthy,52.73,278
P0446,Madurai WH,217,32,236,30,62,6,SUP022,2025-12-18,Healthy,91.95,214
P0447,Coimbatore WH,46,40,152,28,68,3,SUP007,2025-11-02,Reorder Required,30.26,260
P0448,Madurai WH,1,32,216,15,47,4,SUP009,2025-11-02,Reorder Required,0.46,260
P0449,Madurai WH,100,15,115,14,29,7,SUP016,2025-11-20,Healthy,86.96,242
P0450,Madurai WH,87,16,226,16,32,3,SUP003,2025-10-15,Healthy,38.5,278
P0451,Madurai WH,252,39,309,23,62,3,SUP009,2025-10-15,Healthy,81.55,278
P0452,Coimbatore WH,138,18,199,16,34,4,SUP024,2025-12-18,Healthy,69.35,214
P0453,Coimbatore WH,53,21,186,30,51,6,SUP004,2025-10-15,Healthy,28.49,278
P0454,Coimbatore WH,242,22,267,27,49,6,SUP019,2025-10-15,Healthy,90.64,278
P0455,Chennai WH,6,16,263,29,45,6,SUP015,2025-12-18,Reorder Required,2.28,214
P0456,Chennai WH,169,15,230,22,37,6,SUP004,2025-12-05,Healthy,73.48,227
P0457,Coimbatore WH,97,29,169,28,57,5,SUP012,2025-10-15,Healthy,57.4,278
P0458,Chennai WH,143,24,149,20,44,7,SUP016,2025-12-05,Healthy,95.97,227
P0459,Chennai WH,281,18,284,30,48,10,SUP003,2025-11-20,Healthy,98.94,242
P0460,Chennai WH,127,23,233,21,44,10,SUP006,2025-11-20,Healthy,54.51,242
P0461,Chennai WH,75,20,167,24,44,4,SUP025,2025-11-02,Healthy,44.91,260
P0462,Coimbatore WH,107,22,186,29,51,10,SUP004,2025-11-20,Healthy,57.53,242
P0463,Chennai WH,139,21,238,18,39,7,SUP022,2025-10-15,Healthy,58.4,278
P0464,Madurai WH,195,33,215,24,57,5,SUP011,2025-11-20,Healthy,90.7,242
P0465,Madurai WH,118,36,173,23,59,5,SUP014,2025-11-02,Healthy,68.21,260
P0466,Madurai WH,97,24,140,30,54,8,SUP016,2025-12-18,Healthy,69.29,214
P0467,Madurai WH,75,33,134,12,45,7,SUP006,2025-12-05,Healthy,55.97,227
P0468,Chennai WH,195,19,197,11,30,5,SUP005,2025-12-18,Healthy,98.98,214
P0469,Madurai WH,30,23,155,14,37,10,SUP012,2025-12-18,Reorder Required,19.35,214
P0470,Chennai WH,23,32,217,24,56,10,SUP001,2025-11-20,Reorder Required,10.6,242
P0471,Madurai WH,155,39,247,15,54,10,SUP015,2025-10-15,Healthy,62.75,278
P0472,Coimbatore WH,83,18,247,22,40,6,SUP017,2025-12-18,Healthy,33.6,214
P0473,Madurai WH,155,15,276,23,38,10,SUP011,2025-12-05,Healthy,56.16,227
P0474,Coimbatore WH,162,40,284,23,63,4,SUP021,2025-12-18,Healthy,57.04,214
P0475,Chennai WH,135,40,195,29,69,10,SUP004,2025-12-18,Healthy,69.23,214
P0476,Madurai WH,188,32,221,19,51,7,SUP011,2025-12-05,Healthy,85.07,227
P0477,Chennai WH,176,37,269,12,49,10,SUP016,2025-11-02,Healthy,65.43,260
P0478,Chennai WH,112,24,153,24,48,9,SUP012,2025-10-15,Healthy,73.2,278
P0479,Coimbatore WH,107,21,230,27,48,10,SUP001,2025-12-18,Healthy,46.52,214
P0480,Madurai WH,40,31,161,14,45,4,SUP013,2025-12-05,Reorder Required,24.84,227
P0481,Madurai WH,120,30,238,24,54,10,SUP021,2025-10-15,Healthy,50.42,278
P0482,Coimbatore WH,55,16,175,19,35,6,SUP015,2025-12-05,Healthy,31.43,227
P0483,Chennai WH,235,23,297,27,50,7,SUP023,2025-11-20,Healthy,79.12,242
P0484,Coimbatore WH,79,36,149,24,60,4,SUP017,2025-12-05,Healthy,53.02,227
P0485,Chennai WH,166,28,266,11,39,6,SUP013,2025-12-18,Healthy,62.41,214
P0486,Madurai WH,213,38,285,28,66,8,SUP009,2025-11-02,Healthy,74.74,260
P0487,Madurai WH,41,39,189,30,69,7,SUP001,2025-11-02,Reorder Required,21.69,260
P0488,Coimbatore WH,7,24,149,12,36,6,SUP009,2025-12-18,Reorder Required,4.7,214
P0489,Chennai WH,27,37,191,14,51,7,SUP013,2025-12-05,Reorder Required,14.14,227
P0490,Madurai WH,66,37,172,17,54,4,SUP019,2025-11-20,Healthy,38.37,242
P0491,Madurai WH,106,33,145,30,63,4,SUP009,2025-12-05,Healthy,73.1,227
P0492,Chennai WH,22,35,166,12,47,3,SUP022,2025-11-02,Reorder Required,13.25,260
P0493,Chennai WH,145,35,216,28,63,10,SUP005,2025-11-20,Healthy,67.13,242
P0494,Madurai WH,23,17,120,14,31,5,SUP012,2025-10-15,Reorder Required,19.17,278
P0495,Madurai WH,40,18,206,13,31,5,SUP021,2025-11-02,Healthy,19.42,260
P0496,Madurai WH,169,26,276,10,36,9,SUP014,2025-11-02,Healthy,61.23,260
P0497,Chennai WH,180,21,229,13,34,6,SUP014,2025-11-20,Healthy,78.6,242
P0498,Madurai WH,26,34,246,13,47,10,SUP007,2025-11-02,Reorder Required,10.57,260
P0499,Coimbatore WH,171,19,252,11,30,9,SUP008,2025-12-05,Healthy,67.86,227
P0500,Coimbatore WH,102,27,240,17,44,9,SUP023,2025-11-02,Healthy,42.5,260
