ProductID,SKU,ProductName,Category,SubCategory,Brand,Color,Size,Fabric,SeasonalDemandTag,Gender,Price,CostPrice,SupplierID,ProductStatus,ImageURL,ProfitMargin
P0130,RAM-VESH-0130,Ramraj Cotton Veshti Maroon 2m,Men,Veshti,Ramraj Cotton,Maroon,2m,Cotton,"Pongal, Temple Festival, Summer",Men,1060.0,637.0,SUP005,Active,images/products/P0130.jpg,39.91
P0131,FAB-BEDC-0131,Fabindia Bed Covers Pink Single,Home & Lifestyle,Bed Covers,Fabindia,Pink,Single,Cotton,Summer,Unisex,2860.0,2052.0,SUP006,Active,images/products/P0131.jpg,28.25
P0132,BIB-SHRE-0132,Biba Shree Black S,Women,Shree,Biba,Black,S,Silk,"Navratri, Wedding",Women,2000.0,1390.0,SUP007,Active,images/products/P0132.jpg,30.5
P0133,GUE-DRES-0133,Guess Dresses Orange XL,Women,Dresses,Guess,Orange,XL,Cotton,"Christmas, New Year",Women,2060.0,1238.0,SUP008,Active,images/products/P0133.jpg,39.9
P0134,PRI-UMBR-0134,Prisma Umbrellas Gold M,Accessories,Umbrellas,Prisma,Gold,M,Polyester,Monsoon,Unisex,600.0,422.0,SUP009,Active,images/products/P0134.jpg,29.67
P0135,FAB-BEDS-0135,Fabindia Bedsheets Green Double,Home & Lifestyle,Bedsheets,Fabindia,Green,Double,Cotton,Summer,Unisex,990.0,616.0,SUP010,Active,images/products/P0135.jpg,37.78
P0136,WES-BABY-0136,Westside Baby Dresses Green 6-12 Years,Kids,Baby Dresses,Westside,Green,6-12 Years,Cotton,All Season,Kids,1300.0,1022.0,SUP011,Active,images/products/P0136.jpg,21.38
P0137,WES-BABY-0137,Westside Baby Dresses Purple 3-6 Months,Kids,Baby Dresses,Westside,Purple,3-6 Months,Cotton,All Season,Kids,1300.0,851.0,SUP012,Active,images/products/P0137.jpg,34.54
P0138,PRI-SHIR-0138,Prisma Shirts Blue XL,Men,Shirts,Prisma,Blue,XL,Polyester Blend,"Summer, Independence Day, Republic Day",Men,320.0,178.0,SUP013,Active,images/products/P0138.jpg,44.38
P0139,FAB-PILL-0139,Fabindia Pillow Covers Pink King,Home & Lifestyle,Pillow Covers,Fabindia,Pink,King,Cotton,All Season,Unisex,540.0,328.0,SUP014,Active,images/products/P0139.jpg,39.26
P0140,NET-PANT-0140,Netplay Pants Green XXL,Men,Pants,Netplay,Green,XXL,Linen,All Season,Men,940.0,529.0,SUP015,Active,images/products/P0140.jpg,43.72
P0141,PRI-GIFT-0141,Prisma Gift Boxes MI Blue XS,Kids,Gift Boxes,Prisma,MI Blue,XS,Cotton,All Season,Kids,1830.0,1146.0,SUP016,Active,images/products/P0141.jpg,37.38
P0142,PRI-TOWE-0142,Prisma Towels Yellow XL,Accessories,Towels,Prisma,Yellow,XL,Cotton,All Season,Unisex,230.0,165.0,SUP017,Active,images/products/P0142.jpg,28.26
P0143,FAB-CURT-0143,Fabindia Curtains CSK Yellow King,Home & Lifestyle,Curtains,Fabindia,CSK Yellow,King,Cotton,All Season,Unisex,1660.0,932.0,SUP018,Active,images/products/P0143.jpg,43.86
P0144,NET-SOCK-0144,Netplay Socks Orange XS,Accessories,Socks,Netplay,Orange,XS,Cotton,"School Season, Winter",Unisex,110.0,60.0,SUP019,Active,images/products/P0144.jpg,45.45
P0145,PRI-TOWE-0145,Prisma Towels Maroon M,Accessories,Towels,Prisma,Maroon,M,Cotton,All Season,Unisex,110.0,73.0,SUP020,Active,images/products/P0145.jpg,33.64
P0146,FAB-PUTT-0146,Fabindia Puttu Vasti Purple XL,Women,Puttu Vasti,Fabindia,Purple,XL,Silk,Wedding,Women,19670.0,14788.0,SUP021,Active,images/products/P0146.jpg,24.82
P0147,FAB-BEDS-0147,Fabindia Bedsheets Yellow Single,Home & Lifestyle,Bedsheets,Fabindia,Yellow,Single,Cotton,Summer,Unisex,1040.0,811.0,SUP022,Active,images/products/P0147.jpg,22.02
P0148,RAM-TOWE-0148,Ramraj Cotton Towels MI Blue XS,Men,Towels,Ramraj Cotton,MI Blue,XS,Cotton,All Season,Men,210.0,122.0,SUP023,Active,images/products/P0148.jpg,41.9
P0149,FAB-CURT-0149,Fabindia Curtains Cream King,Home & Lifestyle,Curtains,Fabindia,Cream,King,Cotton,All Season,Unisex,1260.0,767.0,SUP024,Active,images/products/P0149.jpg,39.13
P0150,FAB-SHRE-0150,Fabindia Shree Black XS,Women,Shree,Fabindia,Black,XS,Silk,"Navratri, Wedding",Women,1880.0,1187.0,SUP025,Active,images/products/P0150.jpg,36.86
P0151,RAM-TOWE-0151,Ramraj Cotton Towels Gold XXL,Accessories,Towels,Ramraj Cotton,Gold,XXL,Cotton,All Season,Unisex,280.0,197.0,SUP001,Active,images/products/P0151.jpg,29.64
P0152,GUE-IPLJ-0152,Guess IPL Jerseys Cream M,Accessories,IPL Jerseys,Guess,Cream,M,Polyester,IPL Season,Unisex,1520.0,1066.0,SUP002,Active,images/products/P0152.jpg,29.87
P0153,PRI-BABY-0153,Prisma Baby Dresses CSK Yellow 1-5 Years,Kids,Baby Dresses,Prisma,CSK Yellow,1-5 Years,Cotton,All Season,Kids,1500.0,919.0,SUP003,Active,images/products/P0153.jpg,38.73
P0154,NAN-LUNG-0154,Nandu Lungi Lungi RCB Red 2m,Men,Lungi,Nandu Lungi,RCB Red,2m,Cotton,"Summer, Aadi Sale",Men,450.0,282.0,SUP004,Active,images/products/P0154.jpg,37.33
P0155,FAB-BEDC-0155,Fabindia Bed Covers Yellow King,Home & Lifestyle,Bed Covers,Fabindia,Yellow,King,Cotton,Summer,Unisex,2600.0,1474.0,SUP005,Active,images/products/P0155.jpg,43.31
P0156,PRI-BABY-0156,Prisma Baby Dresses Red 6-12 Years,Kids,Baby Dresses,Prisma,Red,6-12 Years,Cotton,All Season,Kids,910.0,657.0,SUP006,Active,images/products/P0156.jpg,27.8
P0157,PRI-SOCK-0157,Prisma Socks Black XXL,Accessories,Socks,Prisma,Black,XXL,Cotton,"School Season, Winter",Unisex,190.0,145.0,SUP007,Active,images/products/P0157.jpg,23.68
P0158,BIB-SHRE-0158,Biba Shree Gold XL,Women,Shree,Biba,Gold,XL,Silk,"Navratri, Wedding",Women,1680.0,1337.0,SUP008,Active,images/products/P0158.jpg,20.42
P0159,PRI-RAIN-0159,Prisma Raincoats Orange S,Accessories,Raincoats,Prisma,Orange,S,Polyester,Monsoon,Unisex,1170.0,750.0,SUP009,Active,images/products/P0159.jpg,35.9
P0160,RAM-TOWE-0160,Ramraj Cotton Towels Blue XXL,Accessories,Towels,Ramraj Cotton,Blue,XXL,Cotton,All Season,Unisex,130.0,82.0,SUP010,Active,images/products/P0160.jpg,36.92
P0161,RAM-TOWE-0161,Ramraj Cotton Towels Orange XS,Accessories,Towels,Ramraj Cotton,Orange,XS,Cotton,All Season,Unisex,260.0,151.0,SUP011,Active,images/products/P0161.jpg,41.92
P0162,PRI-UMBR-0162,Prisma Umbrellas Yellow XL,Accessories,Umbrellas,Prisma,Yellow,XL,Polyester,Monsoon,Unisex,610.0,413.0,SUP012,Active,images/products/P0162.jpg,32.3
P0163,NAN-LUNG-0163,Nandu Lungi Lungi White 2m,Men,Lungi,Nandu Lungi,White,2m,Cotton,"Summer, Aadi Sale",Men,980.0,659.0,SUP013,Active,images/products/P0163.jpg,32.76
P0164,PRI-BABY-0164,Prisma Baby Dresses CSK Yellow 6-12 Years,Kids,Baby Dresses,Prisma,CSK Yellow,6-12 Years,Cotton,All Season,Kids,660.0,391.0,SUP014,Active,images/products/P0164.jpg,40.76
P0165,FAB-CURT-0165,Fabindia Curtains Yellow Single,Home & Lifestyle,Curtains,Fabindia,Yellow,Single,Cotton,All Season,Unisex,2650.0,2085.0,SUP015,Active,images/products/P0165.jpg,21.32
P0166,FAB-PILL-0166,Fabindia Pillow Covers Blue Single,Home & Lifestyle,Pillow Covers,Fabindia,Blue,Single,Cotton,All Season,Unisex,650.0,443.0,SUP016,Active,images/products/P0166.jpg,31.85
P0167,GUE-IPLJ-0167,Guess IPL Jerseys Blue XS,Accessories,IPL Jerseys,Guess,Blue,XS,Polyester,IPL Season,Unisex,1730.0,1213.0,SUP017,Active,images/products/P0167.jpg,29.88
P0168,FAB-KURT-0168,Fabindia Kurtas Gold S,Women,Kurtas,Fabindia,Gold,S,Cotton,"Diwali, Temple Festival",Women,1700.0,990.0,SUP018,Active,images/products/P0168.jpg,41.76
P0169,WES-FROC-0169,Westside Frocks Pink XS,Women,Frocks,Westside,Pink,XS,Polyester Blend,"Christmas, New Year",Women,580.0,380.0,SUP019,Active,images/products/P0169.jpg,34.48
P0170,NET-SHIR-0170,Netplay Shirts RCB Red XS,Men,Shirts,Netplay,RCB Red,XS,Polyester Blend,"Summer, Independence Day, Republic Day",Men,630.0,384.0,SUP020,Active,images/products/P0170.jpg,39.05
P0171,RAM-SHIR-0171,Ramraj Cotton Shirts Blue L,Men,Shirts,Ramraj Cotton,Blue,L,Polyester Blend,"Summer, Independence Day, Republic Day",Men,810.0,523.0,SUP021,Active,images/products/P0171.jpg,35.43
P0172,NET-SHIR-0172,Netplay Shirts Pink XS,Men,Shirts,Netplay,Pink,XS,Linen,"Summer, Independence Day, Republic Day",Men,320.0,207.0,SUP022,Active,images/products/P0172.jpg,35.31
P0173,FAB-PILL-0173,Fabindia Pillow Covers Maroon Double,Home & Lifestyle,Pillow Covers,Fabindia,Maroon,Double,Cotton,All Season,Unisex,390.0,295.0,SUP023,Active,images/products/P0173.jpg,24.36
P0174,BIB-SHRE-0174,Biba Shree Cream S,Women,Shree,Biba,Cream,S,Handloom,"Navratri, Wedding",Women,3250.0,2453.0,SUP024,Active,images/products/P0174.jpg,24.52
P0175,GUE-IPLJ-0175,Guess IPL Jerseys MI Blue XL,Accessories,IPL Jerseys,Guess,MI Blue,XL,Polyester,IPL Season,Unisex,1230.0,971.0,SUP025,Active,images/products/P0175.jpg,21.06
P0176,PRI-TOWE-0176,Prisma Towels Maroon S,Men,Towels,Prisma,Maroon,S,Cotton,All Season,Men,460.0,329.0,SUP001,Active,images/products/P0176.jpg,28.48
P0177,FAB-BEDC-0177,Fabindia Bed Covers Black Single,Home & Lifestyle,Bed Covers,Fabindia,Black,Single,Cotton,Summer,Unisex,1130.0,844.0,SUP002,Active,images/products/P0177.jpg,25.31
P0178,BIB-SARE-0178,Biba Sarees Cream 2m,Women,Sarees,Biba,Cream,2m,Handloom,"Wedding, Diwali, Navratri",Women,7450.0,5088.0,SUP003,Active,images/products/P0178.jpg,31.7
P0179,UAT-SCHO-0179,Uathayam School Uniforms MI Blue XXL,Kids,School Uniforms,Uathayam,MI Blue,XXL,Cotton,"School Season, Monsoon",Kids,480.0,319.0,SUP004,Active,images/products/P0179.jpg,33.54
P0180,UAT-SCHO-0180,Uathayam School Uniforms Purple S,Kids,School Uniforms,Uathayam,Purple,S,Polyester Blend,"School Season, Monsoon",Kids,550.0,304.0,SUP005,Active,images/products/P0180.jpg,44.73
P0181,KAN-PUTT-0181,Kanchipuram Handloom Puttu Vasti Orange XXL,Women,Puttu Vasti,Kanchipuram Handloom,Orange,XXL,Silk,Wedding,Women,17970.0,12511.0,SUP006,Active,images/products/P0181.jpg,30.38
P0182,PRI-BABY-0182,Prisma Baby Dresses Pink 6-12 Years,Kids,Baby Dresses,Prisma,Pink,6-12 Years,Cotton,All Season,Kids,1060.0,617.0,SUP007,Active,images/products/P0182.jpg,41.79
P0183,PRI-GIFT-0183,Prisma Gift Boxes Cream S,Kids,Gift Boxes,Prisma,Cream,S,Cotton,All Season,Kids,970.0,565.0,SUP008,Active,images/products/P0183.jpg,41.75
P0184,FAB-SARE-0184,Fabindia Sarees Black 4m,Women,Sarees,Fabindia,Black,4m,Silk,"Wedding, Diwali, Navratri",Women,2650.0,1662.0,SUP009,Active,images/products/P0184.jpg,37.28
P0185,FAB-PUTT-0185,Fabindia Puttu Vasti Black M,Women,Puttu Vasti,Fabindia,Black,M,Silk,Wedding,Women,11930.0,9331.0,SUP010,Active,images/products/P0185.jpg,21.79
P0186,GUE-BELT-0186,Guess Belts MI Blue XS,Accessories,Belts,Guess,MI Blue,XS,Leather,All Season,Unisex,340.0,246.0,SUP011,Active,images/products/P0186.jpg,27.65
P0187,RAM-TOWE-0187,Ramraj Cotton Towels Gold XL,Accessories,Towels,Ramraj Cotton,Gold,XL,Cotton,All Season,Unisex,140.0,94.0,SUP012,Active,images/products/P0187.jpg,32.86
P0188,PRI-UMBR-0188,Prisma Umbrellas White XS,Accessories,Umbrellas,Prisma,White,XS,Polyester,Monsoon,Unisex,740.0,533.0,SUP013,Active,images/products/P0188.jpg,27.97
P0189,PRI-BABY-0189,Prisma Baby Dresses Blue 3-6 Months,Kids,Baby Dresses,Prisma,Blue,3-6 Months,Cotton,All Season,Kids,340.0,254.0,SUP014,Active,images/products/P0189.jpg,25.29
P0190,RAM-TOWE-0190,Ramraj Cotton Towels Gold XS,Men,Towels,Ramraj Cotton,Gold,XS,Cotton,All Season,Men,330.0,204.0,SUP015,Active,images/products/P0190.jpg,38.18
P0191,PRI-BABY-0191,Prisma Baby Dresses Gold 3-6 Months,Kids,Baby Dresses,Prisma,Gold,3-6 Months,Cotton,All Season,Kids,830.0,534.0,SUP016,Active,images/products/P0191.jpg,35.66
P0192,FAB-PUTT-0192,Fabindia Puttu Vasti Cream M,Women,Puttu Vasti,Fabindia,Cream,M,Silk,Wedding,Women,6860.0,5444.0,SUP017,Active,images/products/P0192.jpg,20.64
P0193,FAB-CURT-0193,Fabindia Curtains RCB Red King,Home & Lifestyle,Curtains,Fabindia,RCB Red,King,Cotton,All Season,Unisex,2010.0,1468.0,SUP018,Active,images/products/P0193.jpg,26.97
P0194,FAB-BEDS-0194,Fabindia Bedsheets Purple Double,Home & Lifestyle,Bedsheets,Fabindia,Purple,Double,Cotton,Summer,Unisex,1350.0,984.0,SUP019,Active,images/products/P0194.jpg,27.11
P0195,FAB-BEDC-0195,Fabindia Bed Covers Maroon Double,Home & Lifestyle,Bed Covers,Fabindia,Maroon,Double,Cotton,Summer,Unisex,2880.0,1757.0,SUP020,Active,images/products/P0195.jpg,38.99
P0196,RAY-PANT-0196,Raymond Pants Blue XL,Men,Pants,Raymond,Blue,XL,Linen,All Season,Men,700.0,441.0,SUP021,Active,images/products/P0196.jpg,37.0
P0197,GUE-IPLJ-0197,Guess IPL Jerseys Orange M,Accessories,IPL Jerseys,Guess,Orange,M,Polyester,IPL Season,Unisex,810.0,485.0,SUP022,Active,images/products/P0197.jpg,40.12
P0198,PRI-GIFT-0198,Prisma Gift Boxes Yellow S,Kids,Gift Boxes,Prisma,Yellow,S,Cotton,All Season,Kids,2220.0,1316.0,SUP023,Active,images/products/P0198.jpg,40.72
P0199,UAT-VESH-0199,Uathayam Veshti Purple 4m,Men,Veshti,Uathayam,Purple,4m,Cotton,"Pongal, Temple Festival, Summer",Men,1320.0,978.0,SUP024,Active,images/products/P0199.jpg,25.91
P0200,RAM-VESH-0200,Ramraj Cotton Veshti CSK Yellow Standard,Men,Veshti,Ramraj Cotton,CSK Yellow,Standard,Cotton,"Pongal, Temple Festival, Summer",Men,1050.0,649.0,SUP025,Active,images/products/P0200.jpg,38.19
P0201,GUE-DRES-0201,Guess Dresses Gold L,Women,Dresses,Guess,Gold,L,Cotton,"Christmas, New Year",Women,1240.0,963.0,SUP001,Active,images/products/P0201.jpg,22.34
P0202,GUE-DRES-0202,Guess Dresses Maroon XL,Women,Dresses,Guess,Maroon,XL,Polyester Blend,"Christmas, New Year",Women,3260.0,2253.0,SUP002,Active,images/products/P0202.jpg,30.89
P0203,PRI-GIFT-0203,Prisma Gift Boxes Black XL,Kids,Gift Boxes,Prisma,Black,XL,Cotton,All Season,Kids,1120.0,625.0,SUP003,Active,images/products/P0203.jpg,44.2
P0204,PRI-SCHO-0204,Prisma School Uniforms Gold XS,Kids,School Uniforms,Prisma,Gold,XS,Cotton,"School Season, Monsoon",Kids,550.0,347.0,SUP004,Active,images/products/P0204.jpg,36.91
P0205,PRI-GIFT-0205,Prisma Gift Boxes RCB Red XS,Kids,Gift Boxes,Prisma,RCB Red,XS,Cotton,All Season,Kids,2360.0,1775.0,SUP005,Active,images/products/P0205.jpg,24.79
P0206,PRI-SCHO-0206,Prisma School Uniforms Red S,Kids,School Uniforms,Prisma,Red,S,Cotton,"School Season, Monsoon",Kids,960.0,659.0,SUP006,Active,images/products/P0206.jpg,31.35
P0207,PRI-BABY-0207,Prisma Baby Dresses Black 3-6 Months,Kids,Baby Dresses,Prisma,Black,3-6 Months,Cotton,All Season,Kids,1420.0,832.0,SUP007,Active,images/products/P0207.jpg,41.41
P0208,FAB-PUTT-0208,Fabindia Puttu Vasti White M,Women,Puttu Vasti,Fabindia,White,M,Silk,Wedding,Women,24080.0,17076.0,SUP008,Active,images/products/P0208.jpg,29.09
P0209,UAT-SCHO-0209,Uathayam School Uniforms Black XS,Kids,School Uniforms,Uathayam,Black,XS,Cotton,"School Season, Monsoon",Kids,740.0,510.0,SUP009,Active,images/products/P0209.jpg,31.08
P0210,BIB-SHRE-0210,Biba Shree Purple M,Women,Shree,Biba,Purple,M,Silk,"Navratri, Wedding",Women,3230.0,2330.0,SUP010,Active,images/products/P0210.jpg,27.86
P0211,FAB-BEDS-0211,Fabindia Bedsheets Green Single,Home & Lifestyle,Bedsheets,Fabindia,Green,Single,Cotton,Summer,Unisex,1940.0,1355.0,SUP011,Active,images/products/P0211.jpg,30.15
P0212,NAN-LUNG-0212,Nandu Lungi Lungi Orange Standard,Men,Lungi,Nandu Lungi,Orange,Standard,Cotton,"Summer, Aadi Sale",Men,710.0,446.0,SUP012,Active,images/products/P0212.jpg,37.18
P0213,FAB-PILL-0213,Fabindia Pillow Covers CSK Yellow Single,Home & Lifestyle,Pillow Covers,Fabindia,CSK Yellow,Single,Cotton,All Season,Unisex,210.0,154.0,SUP013,Active,images/products/P0213.jpg,26.67
P0214,UAT-VESH-0214,Uathayam Veshti White 2m,Men,Veshti,Uathayam,White,2m,Cotton,"Pongal, Temple Festival, Summer",Men,2240.0,1789.0,SUP014,Active,images/products/P0214.jpg,20.13
P0215,WES-FROC-0215,Westside Frocks CSK Yellow S,Women,Frocks,Westside,CSK Yellow,S,Cotton,"Christmas, New Year",Women,1910.0,1152.0,SUP015,Active,images/products/P0215.jpg,39.69
P0216,WES-DRES-0216,Westside Dresses Red XXL,Women,Dresses,Westside,Red,XXL,Cotton,"Christmas, New Year",Women,2750.0,1848.0,SUP016,Active,images/products/P0216.jpg,32.8
P0217,FAB-BEDS-0217,Fabindia Bedsheets RCB Red Single,Home & Lifestyle,Bedsheets,Fabindia,RCB Red,Single,Cotton,Summer,Unisex,2340.0,1720.0,SUP017,Active,images/products/P0217.jpg,26.5
P0218,RAY-BELT-0218,Raymond Belts White S,Accessories,Belts,Raymond,White,S,Leather,All Season,Unisex,570.0,440.0,SUP018,Active,images/products/P0218.jpg,22.81
P0219,RAM-LUNG-0219,Ramraj Cotton Lungi CSK Yellow 4m,Men,Lungi,Ramraj Cotton,CSK Yellow,4m,Cotton,"Summer, Aadi Sale",Men,600.0,455.0,SUP019,Active,images/products/P0219.jpg,24.17
P0220,PRI-BABY-0220,Prisma Baby Dresses Blue 3-6 Months,Kids,Baby Dresses,Prisma,Blue,3-6 Months,Cotton,All Season,Kids,1220.0,782.0,SUP020,Active,images/products/P0220.jpg,35.9
P0221,NET-SOCK-0221,Netplay Socks RCB Red XXL,Accessories,Socks,Netplay,RCB Red,XXL,Cotton,"School Season, Winter",Unisex,220.0,168.0,SUP021,Active,images/products/P0221.jpg,23.64
P0222,UAT-TOWE-0222,Uathayam Towels Blue XS,Men,Towels,Uathayam,Blue,XS,Cotton,All Season,Men,470.0,344.0,SUP022,Active,images/products/P0222.jpg,26.81
P0223,PRI-GIFT-0223,Prisma Gift Boxes Yellow XS,Kids,Gift Boxes,Prisma,Yellow,XS,Cotton,All Season,Kids,1010.0,649.0,SUP023,Active,images/products/P0223.jpg,35.74
P0224,FAB-SHRE-0224,Fabindia Shree Gold XL,Women,Shree,Fabindia,Gold,XL,Silk,"Navratri, Wedding",Women,2590.0,1441.0,SUP024,Active,images/products/P0224.jpg,44.36
P0225,PRI-GIFT-0225,Prisma Gift Boxes Red M,Kids,Gift Boxes,Prisma,Red,M,Cotton,All Season,Kids,2110.0,1524.0,SUP025,Active,images/products/P0225.jpg,27.77
P0226,PRI-GIFT-0226,Prisma Gift Boxes Red L,Kids,Gift Boxes,Prisma,Red,L,Cotton,All Season,Kids,1840.0,1299.0,SUP001,Active,images/products/P0226.jpg,29.4
P0227,PRI-SOCK-0227,Prisma Socks Purple S,Accessories,Socks,Prisma,Purple,S,Cotton,"School Season, Winter",Unisex,90.0,61.0,SUP002,Active,images/products/P0227.jpg,32.22
P0228,RAY-PANT-0228,Raymond Pants CSK Yellow M,Men,Pants,Raymond,CSK Yellow,M,Polyester Blend,All Season,Men,1120.0,878.0,SUP003,Active,images/products/P0228.jpg,21.61
P0229,FAB-KURT-0229,Fabindia Kurtas RCB Red L,Women,Kurtas,Fabindia,RCB Red,L,Silk,"Diwali, Temple Festival",Women,1430.0,1040.0,SUP004,Active,images/products/P0229.jpg,27.27
P0230,RAM-POLI-0230,Ramraj Cotton Political Veshti MI Blue Standard,Men,Political Veshti,Ramraj Cotton,MI Blue,Standard,Cotton,"Political Campaign, Independence Day",Men,500.0,384.0,SUP005,Active,images/products/P0230.jpg,23.2
P0231,RAY-BELT-0231,Raymond Belts White S,Accessories,Belts,Raymond,White,S,Leather,All Season,Unisex,390.0,264.0,SUP006,Active,images/products/P0231.jpg,32.31
P0232,FAB-CURT-0232,Fabindia Curtains White Double,Home & Lifestyle,Curtains,Fabindia,White,Double,Cotton,All Season,Unisex,1920.0,1372.0,SUP007,Active,images/products/P0232.jpg,28.54
P0233,BIB-FROC-0233,Biba Frocks Cream L,Women,Frocks,Biba,Cream,L,Cotton,"Christmas, New Year",Women,780.0,571.0,SUP008,Active,images/products/P0233.jpg,26.79
P0234,BIB-KURT-0234,Biba Kurtas Orange M,Women,Kurtas,Biba,Orange,M,Silk,"Diwali, Temple Festival",Women,1290.0,1030.0,SUP009,Active,images/products/P0234.jpg,20.16
P0235,PRI-UMBR-0235,Prisma Umbrellas Black XS,Accessories,Umbrellas,Prisma,Black,XS,Polyester,Monsoon,Unisex,390.0,232.0,SUP010,Active,images/products/P0235.jpg,40.51
P0236,FAB-CURT-0236,Fabindia Curtains Blue Single,Home & Lifestyle,Curtains,Fabindia,Blue,Single,Polyester,All Season,Unisex,1590.0,979.0,SUP011,Active,images/products/P0236.jpg,38.43
P0237,PRI-TOWE-0237,Prisma Towels Black XS,Men,Towels,Prisma,Black,XS,Cotton,All Season,Men,250.0,147.0,SUP012,Active,images/products/P0237.jpg,41.2
P0238,FAB-BEDC-0238,Fabindia Bed Covers White Double,Home & Lifestyle,Bed Covers,Fabindia,White,Double,Cotton,Summer,Unisex,2910.0,1883.0,SUP013,Active,images/products/P0238.jpg,35.29
P0239,WES-DRES-0239,Westside Dresses RCB Red XL,Women,Dresses,Westside,RCB Red,XL,Polyester Blend,"Christmas, New Year",Women,2170.0,1245.0,SUP014,Active,images/products/P0239.jpg,42.63
P0240,RAM-VESH-0240,Ramraj Cotton Veshti Yellow 9 Yards,Men,Veshti,Ramraj Cotton,Yellow,9 Yards,Cotton,"Pongal, Temple Festival, Summer",Men,1730.0,978.0,SUP015,Active,images/products/P0240.jpg,43.47
P0241,WES-BABY-0241,Westside Baby Dresses Red 1-5 Years,Kids,Baby Dresses,Westside,Red,1-5 Years,Cotton,All Season,Kids,660.0,484.0,SUP016,Active,images/products/P0241.jpg,26.67
P0242,FAB-CURT-0242,Fabindia Curtains MI Blue Double,Home & Lifestyle,Curtains,Fabindia,MI Blue,Double,Polyester,All Season,Unisex,1180.0,881.0,SUP017,Active,images/products/P0242.jpg,25.34
P0243,FAB-KURT-0243,Fabindia Kurtas Gold XS,Women,Kurtas,Fabindia,Gold,XS,Silk,"Diwali, Temple Festival",Women,1800.0,1096.0,SUP018,Active,images/products/P0243.jpg,39.11
P0244,FAB-KURT-0244,Fabindia Kurtas CSK Yellow L,Women,Kurtas,Fabindia,CSK Yellow,L,Cotton,"Diwali, Temple Festival",Women,1700.0,1029.0,SUP019,Active,images/products/P0244.jpg,39.47
P0245,FAB-BEDC-0245,Fabindia Bed Covers White Single,Home & Lifestyle,Bed Covers,Fabindia,White,Single,Cotton,Summer,Unisex,1890.0,1223.0,SUP020,Active,images/products/P0245.jpg,35.29
P0246,FAB-SARE-0246,Fabindia Sarees Yellow 9 Yards,Women,Sarees,Fabindia,Yellow,9 Yards,Cotton,"Wedding, Diwali, Navratri",Women,8130.0,4877.0,SUP021,Active,images/products/P0246.jpg,40.01
P0247,RAM-POLI-0247,Ramraj Cotton Political Veshti CSK Yellow 2m,Men,Political Veshti,Ramraj Cotton,CSK Yellow,2m,Cotton,"Political Campaign, Independence Day",Men,1120.0,820.0,SUP022,Active,images/products/P0247.jpg,26.79
P0248,FAB-BEDC-0248,Fabindia Bed Covers Red Single,Home & Lifestyle,Bed Covers,Fabindia,Red,Single,Cotton,Summer,Unisex,840.0,528.0,SUP023,Active,images/products/P0248.jpg,37.14
P0249,UAT-SCHO-0249,Uathayam School Uniforms Orange XS,Kids,School Uniforms,Uathayam,Orange,XS,Cotton,"School Season, Monsoon",Kids,490.0,293.0,SUP024,Active,images/products/P0249.jpg,40.2
P0250,PRI-GIFT-0250,Prisma Gift Boxes Orange XL,Kids,Gift Boxes,Prisma,Orange,XL,Cotton,All Season,Kids,2270.0,1708.0,SUP025,Active,images/products/P0250.jpg,24.76
P0251,FAB-SHRE-0251,Fabindia Shree Red XS,Women,Shree,Fabindia,Red,XS,Handloom,"Navratri, Wedding",Women,2700.0,1583.0,SUP001,Active,images/products/P0251.jpg,41.37
P0252,FAB-BEDC-0252,Fabindia Bed Covers Orange Double,Home & Lifestyle,Bed Covers,Fabindia,Orange,Double,Cotton,Summer,Unisex,2230.0,1583.0,SUP002,Active,images/products/P0252.jpg,29.01
P0253,FAB-BEDC-0253,Fabindia Bed Covers Cream King,Home & Lifestyle,Bed Covers,Fabindia,Cream,King,Cotton,Summer,Unisex,1160.0,739.0,SUP003,Active,images/products/P0253.jpg,36.29
P0254,RAY-PANT-0254,Raymond Pants MI Blue S,Men,Pants,Raymond,MI Blue,S,Linen,All Season,Men,1420.0,824.0,SUP004,Active,images/products/P0254.jpg,41.97
P0255,RAY-BELT-0255,Raymond Belts Green L,Accessories,Belts,Raymond,Green,L,Leather,All Season,Unisex,240.0,167.0,SUP005,Active,images/products/P0255.jpg,30.42
P0256,RAM-TOWE-0256,Ramraj Cotton Towels White S,Accessories,Towels,Ramraj Cotton,White,S,Cotton,All Season,Unisex,100.0,69.0,SUP006,Active,images/products/P0256.jpg,31.0
P0257,PRI-RAIN-0257,Prisma Raincoats Red M,Accessories,Raincoats,Prisma,Red,M,Polyester,Monsoon,Unisex,1200.0,913.0,SUP007,Active,images/products/P0257.jpg,23.92
P0258,FAB-PILL-0258,Fabindia Pillow Covers Pink Double,Home & Lifestyle,Pillow Covers,Fabindia,Pink,Double,Cotton,All Season,Unisex,220.0,134.0,SUP008,Active,images/products/P0258.jpg,39.09
P0259,PRI-GIFT-0259,Prisma Gift Boxes Cream S,Kids,Gift Boxes,Prisma,Cream,S,Cotton,All Season,Kids,1480.0,958.0,SUP009,Active,images/products/P0259.jpg,35.27
P0260,NAN-LUNG-0260,Nandu Lungi Lungi RCB Red 9 Yards,Men,Lungi,Nandu Lungi,RCB Red,9 Yards,Cotton,"Summer, Aadi Sale",Men,730.0,569.0,SUP010,Active,images/products/P0260.jpg,22.05
